eventID	taxonID	scientificName
109636	SH184789.07FU	SH184789.07FU
2477	SH184879.07FU	SH184879.07FU
297528	SH185242.07FU	SH185242.07FU
40304	SH185242.07FU	SH185242.07FU
61329	SH185242.07FU	SH185242.07FU
40355	SH185242.07FU	SH185242.07FU
60727	SH185242.07FU	SH185242.07FU
24397	SH185242.07FU	SH185242.07FU
24411	SH185242.07FU	SH185242.07FU
24412	SH185242.07FU	SH185242.07FU
200687	SH185242.07FU	SH185242.07FU
1464835	SH185242.07FU	SH185242.07FU
1465837	SH185242.07FU	SH185242.07FU
1466007	SH185242.07FU	SH185242.07FU
403941	SH185239.07FU	SH185239.07FU
426	SH185239.07FU	SH185239.07FU
424	SH185239.07FU	SH185239.07FU
80538	SH185239.07FU	SH185239.07FU
88250	SH185239.07FU	SH185239.07FU
88251	SH185239.07FU	SH185239.07FU
88248	SH185239.07FU	SH185239.07FU
123596	SH185239.07FU	SH185239.07FU
88321	SH185239.07FU	SH185239.07FU
425	SH185239.07FU	SH185239.07FU
169030	SH185239.07FU	SH185239.07FU
172818	SH185239.07FU	SH185239.07FU
1526908	SH185239.07FU	SH185239.07FU
860335	SH185253.07FU	SH185253.07FU
157188	SH185253.07FU	SH185253.07FU
1402202	SH185253.07FU	SH185253.07FU
3839	SH185294.07FU	SH185294.07FU
185914	SH185315.07FU	SH185315.07FU
185914	SH185274.07FU	SH185274.07FU
555038	SH184659.07FU	SH184659.07FU
1464417	SH184659.07FU	SH184659.07FU
1464426	SH184659.07FU	SH184659.07FU
109311	SH184661.07FU	SH184661.07FU
1465999	SH184661.07FU	SH184661.07FU
21502	SH177592.07FU	SH177592.07FU
987895	SH177592.07FU	SH177592.07FU
158681	SH177958.07FU	SH177958.07FU
967301	SH177958.07FU	SH177958.07FU
403818	SH177803.07FU	SH177803.07FU
6895	SH177803.07FU	SH177803.07FU
7886	SH177803.07FU	SH177803.07FU
399	SH177803.07FU	SH177803.07FU
18646	SH177803.07FU	SH177803.07FU
24245	SH177803.07FU	SH177803.07FU
40304	SH177803.07FU	SH177803.07FU
61329	SH177803.07FU	SH177803.07FU
60724	SH177803.07FU	SH177803.07FU
156548	SH177803.07FU	SH177803.07FU
169039	SH177803.07FU	SH177803.07FU
185746	SH177803.07FU	SH177803.07FU
185914	SH177803.07FU	SH177803.07FU
234651	SH177803.07FU	SH177803.07FU
235519	SH177803.07FU	SH177803.07FU
1399183	SH177803.07FU	SH177803.07FU
1543967	SH177803.07FU	SH177803.07FU
1543968	SH177803.07FU	SH177803.07FU
1837316	SH177803.07FU	SH177803.07FU
6439	SH177906.07FU	SH177906.07FU
8527	SH177906.07FU	SH177906.07FU
123658	SH177906.07FU	SH177906.07FU
487	SH177966.07FU	SH177966.07FU
109311	SH177966.07FU	SH177966.07FU
1464150	SH177966.07FU	SH177966.07FU
40297	SH177963.07FU	SH177963.07FU
109311	SH177963.07FU	SH177963.07FU
413	SH178093.07FU	SH178093.07FU
1837315	SH178093.07FU	SH178093.07FU
5898	SH178240.07FU	SH178240.07FU
1591711	SH178240.07FU	SH178240.07FU
120357	SH177972.07FU	SH177972.07FU
176534	SH177972.07FU	SH177972.07FU
170442	SH177981.07FU	SH177981.07FU
185247	SH177981.07FU	SH177981.07FU
106132	SH177997.07FU	SH177997.07FU
172948	SH177997.07FU	SH177997.07FU
1477439	SH177997.07FU	SH177997.07FU
8527	SH177973.07FU	SH177973.07FU
99349	SH177973.07FU	SH177973.07FU
6055	SH178026.07FU	SH178026.07FU
903209	SH178040.07FU	SH178040.07FU
264253	SH178055.07FU	SH178055.07FU
3839	SH178060.07FU	SH178060.07FU
169039	SH178077.07FU	SH178077.07FU
61933	SH178079.07FU	SH178079.07FU
8527	SH178088.07FU	SH178088.07FU
3839	SH178096.07FU	SH178096.07FU
3839	SH178117.07FU	SH178117.07FU
24	SH178148.07FU	SH178148.07FU
170442	SH178245.07FU	SH178245.07FU
99442	SH178281.07FU	SH178281.07FU
111617	SH184670.07FU	SH184670.07FU
1464910	SH184670.07FU	SH184670.07FU
156079	SH178498.07FU	SH178498.07FU
177076	SH178498.07FU	SH178498.07FU
116	SH178502.07FU	SH178502.07FU
13340	SH178502.07FU	SH178502.07FU
45	SH178649.07FU	SH178649.07FU
189870	SH178655.07FU	SH178655.07FU
40365	SH184682.07FU	SH184682.07FU
1398508	SH184682.07FU	SH184682.07FU
897061	SH184689.07FU	SH184689.07FU
1401909	SH184689.07FU	SH184689.07FU
952402	SH184693.07FU	SH184693.07FU
868423	SH184693.07FU	SH184693.07FU
868422	SH184693.07FU	SH184693.07FU
868444	SH184693.07FU	SH184693.07FU
1576987	SH184693.07FU	SH184693.07FU
264266	SH184698.07FU	SH184698.07FU
1477034	SH184698.07FU	SH184698.07FU
1477046	SH184698.07FU	SH184698.07FU
169948	SH184713.07FU	SH184713.07FU
199339	SH184713.07FU	SH184713.07FU
236771	SH184713.07FU	SH184713.07FU
407	SH184736.07FU	SH184736.07FU
1463636	SH184736.07FU	SH184736.07FU
1463637	SH184736.07FU	SH184736.07FU
185758	SH184738.07FU	SH184738.07FU
1465477	SH184738.07FU	SH184738.07FU
1543974	SH184738.07FU	SH184738.07FU
12776	SH184746.07FU	SH184746.07FU
1465118	SH184746.07FU	SH184746.07FU
1465122	SH184746.07FU	SH184746.07FU
1465130	SH184746.07FU	SH184746.07FU
172693	SH184754.07FU	SH184754.07FU
199312	SH184754.07FU	SH184754.07FU
236148	SH184754.07FU	SH184754.07FU
3534	SH184764.07FU	SH184764.07FU
1463634	SH184764.07FU	SH184764.07FU
1463638	SH184764.07FU	SH184764.07FU
1474833	SH184775.07FU	SH184775.07FU
170436	SH184775.07FU	SH184775.07FU
61	SH184771.07FU	SH184771.07FU
1463587	SH184771.07FU	SH184771.07FU
13340	SH184784.07FU	SH184784.07FU
116	SH184784.07FU	SH184784.07FU
367862	SH184794.07FU	SH184794.07FU
868445	SH184794.07FU	SH184794.07FU
155816	SH184799.07FU	SH184799.07FU
908806	SH184799.07FU	SH184799.07FU
880358	SH184799.07FU	SH184799.07FU
869682	SH202035.07FU	SH202035.07FU
875972	SH202047.07FU	SH202047.07FU
875986	SH202047.07FU	SH202047.07FU
61933	SH223405.07FU	SH223405.07FU
199346	SH223405.07FU	SH223405.07FU
1401798	SH223405.07FU	SH223405.07FU
61	SH184591.07FU	SH184591.07FU
399	SH184591.07FU	SH184591.07FU
156357	SH184591.07FU	SH184591.07FU
1543971	SH184591.07FU	SH184591.07FU
896972	SH184536.07FU	SH184536.07FU
897052	SH184536.07FU	SH184536.07FU
897056	SH184536.07FU	SH184536.07FU
40268	SH184536.07FU	SH184536.07FU
40269	SH184536.07FU	SH184536.07FU
40267	SH184536.07FU	SH184536.07FU
109238	SH184536.07FU	SH184536.07FU
897255	SH184536.07FU	SH184536.07FU
433	SH184528.07FU	SH184528.07FU
22402	SH184528.07FU	SH184528.07FU
61	SH184539.07FU	SH184539.07FU
5898	SH184539.07FU	SH184539.07FU
40304	SH184539.07FU	SH184539.07FU
79954	SH184539.07FU	SH184539.07FU
79959	SH184539.07FU	SH184539.07FU
61329	SH184539.07FU	SH184539.07FU
185914	SH184539.07FU	SH184539.07FU
236148	SH184539.07FU	SH184539.07FU
79954	SH184567.07FU	SH184567.07FU
79962	SH184567.07FU	SH184567.07FU
88333	SH184565.07FU	SH184565.07FU
939444	SH184586.07FU	SH184586.07FU
22977	SH184586.07FU	SH184586.07FU
169852	SH184586.07FU	SH184586.07FU
300508	SH184518.07FU	SH184518.07FU
466	SH184518.07FU	SH184518.07FU
407	SH184518.07FU	SH184518.07FU
5898	SH184518.07FU	SH184518.07FU
7886	SH184518.07FU	SH184518.07FU
401	SH184518.07FU	SH184518.07FU
6343	SH184518.07FU	SH184518.07FU
373	SH184518.07FU	SH184518.07FU
16031	SH184518.07FU	SH184518.07FU
42011	SH184518.07FU	SH184518.07FU
60714	SH184518.07FU	SH184518.07FU
60731	SH184518.07FU	SH184518.07FU
60732	SH184518.07FU	SH184518.07FU
82239	SH184518.07FU	SH184518.07FU
100325	SH184518.07FU	SH184518.07FU
106132	SH184518.07FU	SH184518.07FU
121495	SH184518.07FU	SH184518.07FU
157252	SH184518.07FU	SH184518.07FU
554071	SH184518.07FU	SH184518.07FU
61	SH184518.07FU	SH184518.07FU
24369	SH184518.07FU	SH184518.07FU
169030	SH184518.07FU	SH184518.07FU
170773	SH184518.07FU	SH184518.07FU
583921	SH184518.07FU	SH184518.07FU
172818	SH184518.07FU	SH184518.07FU
172948	SH184518.07FU	SH184518.07FU
185914	SH184518.07FU	SH184518.07FU
199237	SH184518.07FU	SH184518.07FU
199235	SH184518.07FU	SH184518.07FU
199339	SH184518.07FU	SH184518.07FU
236476	SH184518.07FU	SH184518.07FU
236771	SH184518.07FU	SH184518.07FU
1464407	SH184518.07FU	SH184518.07FU
1465918	SH184518.07FU	SH184518.07FU
1477439	SH184518.07FU	SH184518.07FU
1590278	SH184518.07FU	SH184518.07FU
61	SH184552.07FU	SH184552.07FU
18823	SH184552.07FU	SH184552.07FU
114484	SH184552.07FU	SH184552.07FU
156519	SH184552.07FU	SH184552.07FU
111611	SH184552.07FU	SH184552.07FU
195906	SH184552.07FU	SH184552.07FU
199240	SH184552.07FU	SH184552.07FU
1398780	SH184552.07FU	SH184552.07FU
1464070	SH184552.07FU	SH184552.07FU
111614	SH184669.07FU	SH184669.07FU
908616	SH184685.07FU	SH184685.07FU
1060869	SH184701.07FU	SH184701.07FU
362	SH184729.07FU	SH184729.07FU
186898	SH184739.07FU	SH184739.07FU
860492	SH184763.07FU	SH184763.07FU
3839	SH184866.07FU	SH184866.07FU
1331	SH185256.07FU	SH185256.07FU
21665	SH185256.07FU	SH185256.07FU
867451	SH185256.07FU	SH185256.07FU
200683	SH185256.07FU	SH185256.07FU
158818	SH185259.07FU	SH185259.07FU
60727	SH185259.07FU	SH185259.07FU
61	SH185259.07FU	SH185259.07FU
1464053	SH185259.07FU	SH185259.07FU
1464843	SH185259.07FU	SH185259.07FU
1464850	SH185259.07FU	SH185259.07FU
1464861	SH185259.07FU	SH185259.07FU
463	SH185293.07FU	SH185293.07FU
61	SH185269.07FU	SH185269.07FU
60734	SH185269.07FU	SH185269.07FU
1464829	SH185269.07FU	SH185269.07FU
869137	SH184867.07FU	SH184867.07FU
1398271	SH184867.07FU	SH184867.07FU
61	SH184878.07FU	SH184878.07FU
1468912	SH184878.07FU	SH184878.07FU
156357	SH184873.07FU	SH184873.07FU
199312	SH184873.07FU	SH184873.07FU
270755	SH177822.07FU	SH177822.07FU
9895	SH177822.07FU	SH177822.07FU
43	SH177822.07FU	SH177822.07FU
46	SH177822.07FU	SH177822.07FU
933178	SH177822.07FU	SH177822.07FU
933231	SH177822.07FU	SH177822.07FU
933422	SH177822.07FU	SH177822.07FU
933688	SH177822.07FU	SH177822.07FU
79794	SH177822.07FU	SH177822.07FU
1465279	SH177822.07FU	SH177822.07FU
24245	SH177852.07FU	SH177852.07FU
185748	SH177852.07FU	SH177852.07FU
1543978	SH177852.07FU	SH177852.07FU
5469	SH177839.07FU	SH177839.07FU
6292	SH177839.07FU	SH177839.07FU
7056	SH177839.07FU	SH177839.07FU
7960	SH177839.07FU	SH177839.07FU
61	SH177795.07FU	SH177795.07FU
917002	SH177795.07FU	SH177795.07FU
42011	SH177795.07FU	SH177795.07FU
115031	SH177795.07FU	SH177795.07FU
38649	SH177795.07FU	SH177795.07FU
412	SH177795.07FU	SH177795.07FU
967297	SH177795.07FU	SH177795.07FU
109311	SH177795.07FU	SH177795.07FU
454010	SH177795.07FU	SH177795.07FU
158681	SH177795.07FU	SH177795.07FU
170458	SH177795.07FU	SH177795.07FU
170442	SH177795.07FU	SH177795.07FU
170446	SH177795.07FU	SH177795.07FU
170439	SH177795.07FU	SH177795.07FU
170772	SH177795.07FU	SH177795.07FU
172948	SH177795.07FU	SH177795.07FU
1464608	SH177795.07FU	SH177795.07FU
1464851	SH177795.07FU	SH177795.07FU
1464868	SH177795.07FU	SH177795.07FU
1465051	SH177795.07FU	SH177795.07FU
1477439	SH177795.07FU	SH177795.07FU
1590278	SH177795.07FU	SH177795.07FU
1590529	SH177795.07FU	SH177795.07FU
1590531	SH177795.07FU	SH177795.07FU
1803621	SH177795.07FU	SH177795.07FU
412	SH177834.07FU	SH177834.07FU
61088	SH177834.07FU	SH177834.07FU
61087	SH177834.07FU	SH177834.07FU
79955	SH177834.07FU	SH177834.07FU
99453	SH177834.07FU	SH177834.07FU
170455	SH177834.07FU	SH177834.07FU
1465000	SH177834.07FU	SH177834.07FU
2454	SH177862.07FU	SH177862.07FU
170450	SH177862.07FU	SH177862.07FU
176534	SH177862.07FU	SH177862.07FU
62	SH177825.07FU	SH177825.07FU
40299	SH177825.07FU	SH177825.07FU
2791	SH177825.07FU	SH177825.07FU
60714	SH177825.07FU	SH177825.07FU
80113	SH177825.07FU	SH177825.07FU
109311	SH177825.07FU	SH177825.07FU
169039	SH177825.07FU	SH177825.07FU
24412	SH177825.07FU	SH177825.07FU
199338	SH177825.07FU	SH177825.07FU
200683	SH177825.07FU	SH177825.07FU
236148	SH177825.07FU	SH177825.07FU
1399246	SH177825.07FU	SH177825.07FU
1464344	SH177825.07FU	SH177825.07FU
1464374	SH177825.07FU	SH177825.07FU
502	SH177832.07FU	SH177832.07FU
40297	SH177832.07FU	SH177832.07FU
109311	SH177832.07FU	SH177832.07FU
169039	SH177832.07FU	SH177832.07FU
200687	SH177832.07FU	SH177832.07FU
236476	SH177832.07FU	SH177832.07FU
2791	SH177849.07FU	SH177849.07FU
12774	SH177849.07FU	SH177849.07FU
158818	SH177849.07FU	SH177849.07FU
1398780	SH177849.07FU	SH177849.07FU
1465021	SH177849.07FU	SH177849.07FU
1465076	SH177849.07FU	SH177849.07FU
169039	SH178078.07FU	SH178078.07FU
111611	SH178085.07FU	SH178085.07FU
60732	SH178094.07FU	SH178094.07FU
61935	SH178108.07FU	SH178108.07FU
40299	SH178123.07FU	SH178123.07FU
13136	SH178151.07FU	SH178151.07FU
24	SH178167.07FU	SH178167.07FU
26	SH178179.07FU	SH178179.07FU
263494	SH178200.07FU	SH178200.07FU
121495	SH178201.07FU	SH178201.07FU
80113	SH178255.07FU	SH178255.07FU
157252	SH178283.07FU	SH178283.07FU
21635	SH178491.07FU	SH178491.07FU
11382	SH178654.07FU	SH178654.07FU
19054	SH178656.07FU	SH178656.07FU
40292	SH178639.07FU	SH178639.07FU
123348	SH178639.07FU	SH178639.07FU
863474	SH186526.07FU	SH186526.07FU
45	SH202648.07FU	SH202648.07FU
554330	SH185279.07FU	SH185279.07FU
1399246	SH185279.07FU	SH185279.07FU
933179	SH189587.07FU	SH189587.07FU
1465272	SH189587.07FU	SH189587.07FU
1465273	SH189587.07FU	SH189587.07FU
1465275	SH189587.07FU	SH189587.07FU
186750	SH189732.07FU	SH189732.07FU
197980	SH189732.07FU	SH189732.07FU
253590	SH189365.07FU	SH189365.07FU
913038	SH189365.07FU	SH189365.07FU
483	SH189365.07FU	SH189365.07FU
3630	SH189365.07FU	SH189365.07FU
412	SH189365.07FU	SH189365.07FU
406	SH189365.07FU	SH189365.07FU
401	SH189365.07FU	SH189365.07FU
21401	SH189365.07FU	SH189365.07FU
21610	SH189365.07FU	SH189365.07FU
21657	SH189365.07FU	SH189365.07FU
40304	SH189365.07FU	SH189365.07FU
61329	SH189365.07FU	SH189365.07FU
60714	SH189365.07FU	SH189365.07FU
80471	SH189365.07FU	SH189365.07FU
99566	SH189365.07FU	SH189365.07FU
100259	SH189365.07FU	SH189365.07FU
109311	SH189365.07FU	SH189365.07FU
123550	SH189365.07FU	SH189365.07FU
952142	SH189365.07FU	SH189365.07FU
111606	SH189365.07FU	SH189365.07FU
185753	SH189365.07FU	SH189365.07FU
200684	SH189365.07FU	SH189365.07FU
236148	SH189365.07FU	SH189365.07FU
1465392	SH189365.07FU	SH189365.07FU
1474833	SH189365.07FU	SH189365.07FU
1543963	SH189365.07FU	SH189365.07FU
1837330	SH189365.07FU	SH189365.07FU
58	SH189453.07FU	SH189453.07FU
24774	SH189453.07FU	SH189453.07FU
856329	SH189453.07FU	SH189453.07FU
1399961	SH189453.07FU	SH189453.07FU
40345	SH182253.07FU	SH182253.07FU
99442	SH182253.07FU	SH182253.07FU
554319	SH182253.07FU	SH182253.07FU
554323	SH182253.07FU	SH182253.07FU
172872	SH182253.07FU	SH182253.07FU
6013	SH182258.07FU	SH182258.07FU
40297	SH189510.07FU	SH189510.07FU
109311	SH189510.07FU	SH189510.07FU
263462	SH189425.07FU	SH189425.07FU
263458	SH189425.07FU	SH189425.07FU
263437	SH189425.07FU	SH189425.07FU
263319	SH189425.07FU	SH189425.07FU
24	SH189425.07FU	SH189425.07FU
3839	SH189522.07FU	SH189522.07FU
196809	SH189522.07FU	SH189522.07FU
908552	SH189519.07FU	SH189519.07FU
908681	SH189519.07FU	SH189519.07FU
466	SH189719.07FU	SH189719.07FU
21611	SH189720.07FU	SH189720.07FU
5570	SH189763.07FU	SH189763.07FU
24	SH189767.07FU	SH189767.07FU
8924	SH189794.07FU	SH189794.07FU
897591	SH456101.07FU	SH456101.07FU
10437	SH475659.07FU	SH475659.07FU
185784	SH477388.07FU	SH477388.07FU
185784	SH215326.07FU	SH215326.07FU
53	SH191227.07FU	SH191227.07FU
933797	SH191227.07FU	SH191227.07FU
263320	SH215672.07FU	SH215672.07FU
24	SH215672.07FU	SH215672.07FU
263447	SH215675.07FU	SH215675.07FU
40268	SH217410.07FU	SH217410.07FU
109238	SH217410.07FU	SH217410.07FU
9037	SH217408.07FU	SH217408.07FU
9689	SH217408.07FU	SH217408.07FU
22131	SH217408.07FU	SH217408.07FU
40297	SH217408.07FU	SH217408.07FU
109311	SH217408.07FU	SH217408.07FU
24412	SH217408.07FU	SH217408.07FU
200687	SH217408.07FU	SH217408.07FU
60724	SH217491.07FU	SH217491.07FU
3839	SH184412.07FU	SH184412.07FU
2241	SH184546.07FU	SH184546.07FU
6292	SH184546.07FU	SH184546.07FU
111621	SH184546.07FU	SH184546.07FU
170460	SH184546.07FU	SH184546.07FU
170452	SH184546.07FU	SH184546.07FU
176526	SH184546.07FU	SH184546.07FU
199238	SH184546.07FU	SH184546.07FU
199240	SH184546.07FU	SH184546.07FU
199239	SH184546.07FU	SH184546.07FU
199241	SH184546.07FU	SH184546.07FU
170436	SH184560.07FU	SH184560.07FU
170455	SH184560.07FU	SH184560.07FU
185755	SH184560.07FU	SH184560.07FU
263435	SH184596.07FU	SH184596.07FU
263321	SH184596.07FU	SH184596.07FU
40266	SH184568.07FU	SH184568.07FU
40262	SH184568.07FU	SH184568.07FU
109238	SH184568.07FU	SH184568.07FU
1399169	SH184568.07FU	SH184568.07FU
1399356	SH184568.07FU	SH184568.07FU
903201	SH184609.07FU	SH184609.07FU
175343	SH184609.07FU	SH184609.07FU
156079	SH184597.07FU	SH184597.07FU
177076	SH184597.07FU	SH184597.07FU
903286	SH184681.07FU	SH184681.07FU
8527	SH184610.07FU	SH184610.07FU
8660	SH184610.07FU	SH184610.07FU
170438	SH184646.07FU	SH184646.07FU
176535	SH184646.07FU	SH184646.07FU
409	SH184719.07FU	SH184719.07FU
2932	SH184733.07FU	SH184733.07FU
2644	SH184770.07FU	SH184770.07FU
939438	SH184847.07FU	SH184847.07FU
939440	SH184847.07FU	SH184847.07FU
371	SH184847.07FU	SH184847.07FU
23292	SH184847.07FU	SH184847.07FU
39962	SH184847.07FU	SH184847.07FU
917003	SH184847.07FU	SH184847.07FU
941517	SH184847.07FU	SH184847.07FU
917677	SH184847.07FU	SH184847.07FU
172801	SH184847.07FU	SH184847.07FU
176532	SH184847.07FU	SH184847.07FU
185747	SH184847.07FU	SH184847.07FU
199665	SH184847.07FU	SH184847.07FU
1465203	SH184847.07FU	SH184847.07FU
1465217	SH184847.07FU	SH184847.07FU
1474833	SH184847.07FU	SH184847.07FU
1803355	SH184847.07FU	SH184847.07FU
1956484	SH184847.07FU	SH184847.07FU
863356	SH185254.07FU	SH185254.07FU
863357	SH185254.07FU	SH185254.07FU
863377	SH185254.07FU	SH185254.07FU
863455	SH185254.07FU	SH185254.07FU
401	SH185248.07FU	SH185248.07FU
362	SH185248.07FU	SH185248.07FU
100138	SH185248.07FU	SH185248.07FU
110128	SH185248.07FU	SH185248.07FU
175254	SH185248.07FU	SH185248.07FU
6207	SH185289.07FU	SH185289.07FU
114730	SH185305.07FU	SH185305.07FU
196874	SH185311.07FU	SH185311.07FU
1060288	SH185272.07FU	SH185272.07FU
157461	SH185272.07FU	SH185272.07FU
933236	SH210133.07FU	SH210133.07FU
933266	SH210133.07FU	SH210133.07FU
933679	SH210133.07FU	SH210133.07FU
933684	SH210133.07FU	SH210133.07FU
1591728	SH210133.07FU	SH210133.07FU
860548	SH209171.07FU	SH209171.07FU
860549	SH209171.07FU	SH209171.07FU
61	SH177790.07FU	SH177790.07FU
367854	SH177790.07FU	SH177790.07FU
403813	SH177790.07FU	SH177790.07FU
1331	SH177790.07FU	SH177790.07FU
38649	SH177790.07FU	SH177790.07FU
412	SH177790.07FU	SH177790.07FU
6207	SH177790.07FU	SH177790.07FU
6440	SH177790.07FU	SH177790.07FU
7050	SH177790.07FU	SH177790.07FU
401	SH177790.07FU	SH177790.07FU
374	SH177790.07FU	SH177790.07FU
967300	SH177790.07FU	SH177790.07FU
40304	SH177790.07FU	SH177790.07FU
285326	SH177790.07FU	SH177790.07FU
61329	SH177790.07FU	SH177790.07FU
60732	SH177790.07FU	SH177790.07FU
865637	SH177790.07FU	SH177790.07FU
109311	SH177790.07FU	SH177790.07FU
22979	SH177790.07FU	SH177790.07FU
24411	SH177790.07FU	SH177790.07FU
170773	SH177790.07FU	SH177790.07FU
177076	SH177790.07FU	SH177790.07FU
186898	SH177790.07FU	SH177790.07FU
196809	SH177790.07FU	SH177790.07FU
196874	SH177790.07FU	SH177790.07FU
199240	SH177790.07FU	SH177790.07FU
200687	SH177790.07FU	SH177790.07FU
236771	SH177790.07FU	SH177790.07FU
1401343	SH177790.07FU	SH177790.07FU
1464801	SH177790.07FU	SH177790.07FU
1464863	SH177790.07FU	SH177790.07FU
1465821	SH177790.07FU	SH177790.07FU
1465986	SH177790.07FU	SH177790.07FU
1466009	SH177790.07FU	SH177790.07FU
1526908	SH177790.07FU	SH177790.07FU
1530790	SH177790.07FU	SH177790.07FU
1590530	SH177790.07FU	SH177790.07FU
1590531	SH177790.07FU	SH177790.07FU
1957422	SH177790.07FU	SH177790.07FU
913033	SH177856.07FU	SH177856.07FU
1331	SH177856.07FU	SH177856.07FU
375	SH177856.07FU	SH177856.07FU
867457	SH177856.07FU	SH177856.07FU
169852	SH177856.07FU	SH177856.07FU
200688	SH177856.07FU	SH177856.07FU
1399440	SH177856.07FU	SH177856.07FU
1464280	SH177856.07FU	SH177856.07FU
1464713	SH177856.07FU	SH177856.07FU
1464730	SH177856.07FU	SH177856.07FU
1465323	SH177856.07FU	SH177856.07FU
1465330	SH177856.07FU	SH177856.07FU
156079	SH177944.07FU	SH177944.07FU
177076	SH177944.07FU	SH177944.07FU
61	SH177788.07FU	SH177788.07FU
2241	SH177788.07FU	SH177788.07FU
2454	SH177788.07FU	SH177788.07FU
7960	SH177788.07FU	SH177788.07FU
8423	SH177788.07FU	SH177788.07FU
24245	SH177788.07FU	SH177788.07FU
79964	SH177788.07FU	SH177788.07FU
79954	SH177788.07FU	SH177788.07FU
79963	SH177788.07FU	SH177788.07FU
79961	SH177788.07FU	SH177788.07FU
106132	SH177788.07FU	SH177788.07FU
114484	SH177788.07FU	SH177788.07FU
120357	SH177788.07FU	SH177788.07FU
170443	SH177788.07FU	SH177788.07FU
170449	SH177788.07FU	SH177788.07FU
170460	SH177788.07FU	SH177788.07FU
170455	SH177788.07FU	SH177788.07FU
170450	SH177788.07FU	SH177788.07FU
170454	SH177788.07FU	SH177788.07FU
176526	SH177788.07FU	SH177788.07FU
185749	SH177788.07FU	SH177788.07FU
199235	SH177788.07FU	SH177788.07FU
199239	SH177788.07FU	SH177788.07FU
199238	SH177788.07FU	SH177788.07FU
1465398	SH177788.07FU	SH177788.07FU
1474833	SH177788.07FU	SH177788.07FU
170450	SH177926.07FU	SH177926.07FU
176533	SH177926.07FU	SH177926.07FU
176526	SH177926.07FU	SH177926.07FU
7176	SH177928.07FU	SH177928.07FU
200688	SH177928.07FU	SH177928.07FU
79794	SH177932.07FU	SH177932.07FU
270674	SH177932.07FU	SH177932.07FU
61	SH177835.07FU	SH177835.07FU
6438	SH177835.07FU	SH177835.07FU
13136	SH177835.07FU	SH177835.07FU
99566	SH177835.07FU	SH177835.07FU
21693	SH177835.07FU	SH177835.07FU
177278	SH177835.07FU	SH177835.07FU
236771	SH177835.07FU	SH177835.07FU
1464078	SH177835.07FU	SH177835.07FU
1464082	SH177835.07FU	SH177835.07FU
1464084	SH177835.07FU	SH177835.07FU
1464828	SH177835.07FU	SH177835.07FU
1464845	SH177835.07FU	SH177835.07FU
1475636	SH177835.07FU	SH177835.07FU
61	SH177823.07FU	SH177823.07FU
61854	SH177823.07FU	SH177823.07FU
114484	SH177823.07FU	SH177823.07FU
111590	SH177823.07FU	SH177823.07FU
156520	SH177823.07FU	SH177823.07FU
158818	SH177823.07FU	SH177823.07FU
175515	SH177823.07FU	SH177823.07FU
189870	SH177823.07FU	SH177823.07FU
1398780	SH177823.07FU	SH177823.07FU
1464245	SH177823.07FU	SH177823.07FU
1465005	SH177823.07FU	SH177823.07FU
905967	SH177789.07FU	SH177789.07FU
916998	SH177789.07FU	SH177789.07FU
483	SH177789.07FU	SH177789.07FU
484	SH177789.07FU	SH177789.07FU
485	SH177789.07FU	SH177789.07FU
402	SH177789.07FU	SH177789.07FU
13127	SH177789.07FU	SH177789.07FU
352	SH177789.07FU	SH177789.07FU
349	SH177789.07FU	SH177789.07FU
356	SH177789.07FU	SH177789.07FU
41588	SH177789.07FU	SH177789.07FU
41849	SH177789.07FU	SH177789.07FU
80113	SH177789.07FU	SH177789.07FU
115115	SH177789.07FU	SH177789.07FU
121373	SH177789.07FU	SH177789.07FU
870798	SH177789.07FU	SH177789.07FU
173164	SH177789.07FU	SH177789.07FU
199348	SH177789.07FU	SH177789.07FU
199531	SH177789.07FU	SH177789.07FU
234650	SH177789.07FU	SH177789.07FU
234651	SH177789.07FU	SH177789.07FU
1398508	SH177789.07FU	SH177789.07FU
1399673	SH177789.07FU	SH177789.07FU
1403579	SH177789.07FU	SH177789.07FU
1477258	SH177789.07FU	SH177789.07FU
1591131	SH177789.07FU	SH177789.07FU
1879537	SH177789.07FU	SH177789.07FU
1879538	SH177789.07FU	SH177789.07FU
6440	SH177844.07FU	SH177844.07FU
120357	SH177844.07FU	SH177844.07FU
24355	SH177844.07FU	SH177844.07FU
24369	SH177844.07FU	SH177844.07FU
170457	SH177844.07FU	SH177844.07FU
176526	SH177844.07FU	SH177844.07FU
234651	SH177844.07FU	SH177844.07FU
1464414	SH177844.07FU	SH177844.07FU
1528064	SH177844.07FU	SH177844.07FU
40297	SH177942.07FU	SH177942.07FU
109311	SH177942.07FU	SH177942.07FU
24412	SH177935.07FU	SH177935.07FU
80113	SH177949.07FU	SH177949.07FU
123658	SH177949.07FU	SH177949.07FU
61	SH178002.07FU	SH178002.07FU
121598	SH178002.07FU	SH178002.07FU
236771	SH178002.07FU	SH178002.07FU
25	SH177979.07FU	SH177979.07FU
263343	SH177979.07FU	SH177979.07FU
176526	SH177982.07FU	SH177982.07FU
40299	SH178009.07FU	SH178009.07FU
109311	SH178009.07FU	SH178009.07FU
865658	SH177959.07FU	SH177959.07FU
109311	SH177959.07FU	SH177959.07FU
169039	SH177965.07FU	SH177965.07FU
170772	SH177965.07FU	SH177965.07FU
